Timestamp,What is your gender,Year of graduation,Title of course studied,Polytechnic/University attended,What is your highest level of education?,What best describes your current status?,How many jobs have you had since graduation including your current one?,Have you completed your NYSC?,"If you answered yes/ongoing to the previous question, what year did you (or will you) complete your NYSC?",Did you get your first full time job through your NYSC placement?,"Thinking about your first employment after graduation, what was your job level?",What is/was your job role?,"What sector/industry is your company in? (E.g. Banking, Agriculture, Telecommunication)","Still thinking about your first employment, what is/was your monthly income level?","Did you need your higher education qualification to get your first job (the actual qualification, not the subject of study)?",What was the most significant reason for deciding to take your first job?,"Thinking about your current employment, what is your job level?",What is your job role?,"What sector/industry is your company in? (E.g. Banking, Agriculture, Telecommunication)",What is your current monthly income level?,"Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","As far as you are aware, what was most important to your current employer about your qualification?",How do you find out about your job(s)?,"Thinking about your current employment, did you work for your employer before or during your  higher education study?",Which form of transport do you use the most?,Were you able to rent an apartment or buy a car from the salary you got from your first job?,My course of study prepared me well for employment,My course of study prepared me well for further studies,Which of these skills/knowledge did your higher education prepare you for?
3/2/2018 13:28,Male,2017,Chemical Engineering,Covenant University Ota,Bachelor's degree,Youth Corper (NYSC),1,Ongoing,2018,No,,,,,,,Entry level,Teacher,Education,"Under ‎₦20,000",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The subject(s) I studied,Social media/professional networking sites,No,Keke Marwa/Napep/Tricycle,No,Agree,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying"
3/2/2018 13:48,Male,2016,Statistics,University of Ilorin,Bachelor's degree,Unemployed,0,Yes,2017,No,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2018 14:33,Female,2014,Economics,"University of Nigeria, Nsukka",Bachelor's degree,Unemployed,2,Yes,2016,No,Clerical and administrative,Teacher,Education,"Under ‎₦20,000",Yes: the qualification was a formal requirement,It was the best job offer I received,Clerical and administrative,Customer Service,Education,"Under ‎₦20,000",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,No one thing was important,Recruitment agency/Online job site,No,Commercial Vehicles,No,Agree,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills"
3/2/2018 14:34,Male,2017,Biomedical Engineering,University of Ilorin,Bachelor's degree,Voluntary or other unpaid work or on an internship,1,No,,No,,,,,,,Entry level,Data Entry,Trade / Services,"Under ‎₦20,000",No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No one thing was important,"Personal contacts, including family and friends",No,Commercial Vehicles,No,Agree,Strongly Agree,"Ability to solve complex problems, Ability to work with others, Written communication skills, Knowledge of the skill(s) you are studying"
3/2/2018 14:52,Female,2013,Computer Science,University of Ilorin,Bachelor's degree,Working full time (paid employment),3,Yes,2014,No,Entry level,Teacher,Education,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,In order to earn a living/pay off debts,Experience/Professional,Researcher,NGO,"‎₦100,000 - ‎₦149,999",Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,"My expertise, even though unrelated to my course of study","Personal contacts, including family and friends",No,Car,No: From my current job,Strongly Disagree,Strongly Disagree,Critical thinking skills
3/2/2018 15:03,Male,2014,Computer Engineering,University of Calabar,Bachelor's degree,Voluntary or other unpaid work or on an internship,0,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2018 15:33,Male,2016,History and International Studies,University of Ilorin,Bachelor's degree,Self-employed/freelance/entrepreneur,2,Yes,2017,No,Clerical and administrative,Social Media/Digital Marketing,Media,"Under ‎₦20,000",No: the qualification was not required,It fitted into my career plan/it was exactly the type of work I wanted,Entry level,Social Media/Digital Marketing,Media,"Under ‎₦20,000",No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,IT/SIWES/Internship experience (gained as part of my course),Social media/professional networking sites,Yes: during my higher education study,Car,No: From my current job,Agree,Disagree,"Critical thinking skills, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying"
3/2/2018 15:35,Male,2014,Chemical Engineering,Covenant University Ota,Bachelor's degree,Working full time (paid employment),1,Yes,2014,No,,,,,,,Entry level,Marketing,Banking / Financial Services,"‎₦200,000 - ‎₦249,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The level of study,"Personal contacts, including family and friends",No,Commercial Vehicles,No,Disagree,Agree,"Critical thinking skills, Ability to solve complex problems"
3/2/2018 15:53,Male,2016,Transport Management,"Ladoke Akintola University of Technology, Ogbomoso",Bachelor's degree,Self-employed/freelance/entrepreneur,1,No,,No,,,,,,,Experience/Professional,Creatives,Creatives/Art/Design,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,IT/SIWES/Internship experience (gained as part of my course),Social media/professional networking sites,No,Motorcycle,No,Agree,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Spoken communication skills, Knowledge of the skill(s) you are studying"
3/2/2018 15:55,Male,2015,Computer Science,Covenant University Ota,Bachelor's degree,"Engaged in full-time further study, training or research",2,Yes,2017,No,Clerical and administrative,IT Support,Healthcare,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,To gain and broaden my experience in order to get the type of job I really want,Clerical and administrative,IT Support,Healthcare,"‎₦20,000 - ‎₦49,999",Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,The subject(s) I studied,Recruitment agency/Online job site,No,Keke Marwa/Napep/Tricycle,No,Agree,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying"
3/2/2018 16:02,Male,2015,Fine and Applied Arts (Creatiuve Arts),"University of Nigeria, Nsukka",Bachelor's degree,Voluntary or other unpaid work or on an internship,1,Yes,2017,No,,,,,,,Entry level,Creatives,Creatives/Art/Design,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,IT/SIWES/Internship experience (gained as part of my course),"Personal contacts, including family and friends",Yes: during my higher education study,Walking,No,Agree,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying"
3/2/2018 16:23,Male,2016,Computer Science,University of Lagos,Bachelor's degree,Youth Corper (NYSC),1,Ongoing,2018,No,,,,,,,Experience/Professional,Front-End Developer,Technology,"‎₦250,000 and more",No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,Prior experience building software,Employer's website,Yes: during my higher education study,Commercial Vehicles,Yes: From my first job,Disagree,Disagree,Knowledge of the skill(s) you are studying
3/2/2018 16:24,Female,2017,Banking and Finance,Covenant University Ota,Bachelor's degree,Youth Corper (NYSC),0,Ongoing,2018,No,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2018 16:35,Male,2016,Accountancy,"Afe Babalola University, Ado-Ekiti - Ekiti State",Bachelor's degree,Unemployed,0,Yes,2017,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2018 16:35,Male,2017,Geography,University of Port-Harcourt,Bachelor's degree,Unemployed,0,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2018 16:35,Male,2017,Geography,University of Port-Harcourt,Bachelor's degree,Unemployed,0,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2018 16:36,Male,2013,Physics and Astronomy,"Federal University of Technology, Minna.",Bachelor's degree,Voluntary or other unpaid work or on an internship,0,Yes,2014,No,,,,,,,,,,,,,,,,,,,,,,,,,
3/2/2018 16:39,Male,2013,Computer Science,"Bowen University, Iwo",Bachelor's degree,Working full time (paid employment),2,Yes,2015,No,Entry level,IT Support,Technology,"‎₦50,000 - ‎₦99,999",No: the qualification was not required,To gain and broaden my experience in order to get the type of job I really want,Experience/Professional,Systems Engineer,Technology,"‎₦200,000 - ‎₦249,999",Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Willingness to Learn and grow,Internship,No,Car,No,Agree,Agree,"Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills"
3/2/2018 16:39,Male,2017,Microbiology,University of Ilorin,Master's degree,Working full time (paid employment),1,Yes,2014,No,,,,,,,Entry level,Teacher,Education,"‎₦100,000 - ‎₦149,999",No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,The subject(s) I studied,Media (e.g. newspaper/magazine advertisement),Yes: before my higher education,Commercial Vehicles,No,Strongly Agree,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Knowledge of the skill(s) you are studying"
